	Row	Sample	Anon Student Id	Problem Hierarchy	Problem Name	Problem View	Step Name	Step Start Time	First Transaction Time	Correct Transaction Time	Step End Time	Step Duration (sec)	Correct Step Duration (sec)	Error Step Duration (sec)	First Attempt	Incorrects	Hints	Corrects	Condition	KC (Original)	Opportunity (Original)	Predicted Error Rate (Original)
115	3409	All Data	Stu_c451386562a85a0cc50c36d6df6db731	Unit Area	DESIGNING_A_QUILT	2	(AREA QUESTION1)	1996-02-01 00:14:50	1996-02-01 00:14:50	1996-02-01 00:14:51	1996-02-01 00:14:51	1	.	1	incorrect	1	0	1	.	ALT:TRIANGLE-AREA	8	0.2936
116	3410	All Data	Stu_c451386562a85a0cc50c36d6df6db731	Unit Area	DESIGNING_A_QUILT	1	(AREA QUESTION2)	1996-02-01 00:12:22	1996-02-01 00:12:33	1996-02-01 00:12:34	1996-02-01 00:12:34	12	.	12	incorrect	1	0	1	.	ALT:TRIANGLE-AREA	5	0.3205
117	3411	All Data	Stu_c451386562a85a0cc50c36d6df6db731	Unit Area	DESIGNING_A_QUILT	2	(AREA QUESTION2)	1996-02-01 00:15:11	1996-02-01 00:16:06	1996-02-01 00:16:06	1996-02-01 00:16:06	55	55	.	correct	0	0	1	.	ALT:TRIANGLE-AREA	9	0.2849
118	3412	All Data	Stu_c451386562a85a0cc50c36d6df6db731	Unit Area	DESIGNING_A_QUILT	1	(AREA QUESTION3)	1996-02-01 00:13:27	1996-02-01 00:13:36	1996-02-01 00:13:37	1996-02-01 00:13:37	10	.	10	incorrect	1	0	1	.	ALT:TRIANGLE-AREA	6	0.3114
119	3413	All Data	Stu_c451386562a85a0cc50c36d6df6db731	Unit Area	DESIGNING_A_QUILT	2	(AREA QUESTION3)	1996-02-01 00:16:20	1996-02-01 00:16:35	1996-02-01 00:16:36	1996-02-01 00:16:36	16	.	16	incorrect	1	0	1	.	ALT:TRIANGLE-AREA	10	0.2764
120	3624	All Data	Stu_733990addc60bb852997e415bcc9577e	Unit Area	DESIGNING_A_QUILT	1	(AREA QUESTION1)	1996-02-01 00:21:05	1996-02-01 00:21:05	1996-02-01 00:21:06	1996-02-01 00:21:06	1	.	1	incorrect	1	0	1	.	ALT:TRIANGLE-AREA	4	0.1932
121	3625	All Data	Stu_733990addc60bb852997e415bcc9577e	Unit Area	DESIGNING_A_QUILT	2	(AREA QUESTION1)	1996-02-01 00:26:25	1996-02-01 00:26:25	1996-02-01 00:26:25	1996-02-01 00:26:25	0	0	.	correct	0	0	1	.	ALT:TRIANGLE-AREA	8	0.1682
122	3626	All Data	Stu_733990addc60bb852997e415bcc9577e	Unit Area	DESIGNING_A_QUILT	1	(AREA QUESTION2)	1996-02-01 00:21:40	1996-02-01 00:22:02	1996-02-01 00:22:02	1996-02-01 00:22:02	22	22	.	correct	0	0	1	.	ALT:TRIANGLE-AREA	5	0.1867
123	3627	All Data	Stu_733990addc60bb852997e415bcc9577e	Unit Area	DESIGNING_A_QUILT	2	(AREA QUESTION2)	1996-02-01 00:26:53	1996-02-01 00:26:54	1996-02-01 00:26:54	1996-02-01 00:26:54	1	1	.	correct	0	0	1	.	ALT:TRIANGLE-AREA	9	0.1624
124	3628	All Data	Stu_733990addc60bb852997e415bcc9577e	Unit Area	DESIGNING_A_QUILT	1	(AREA QUESTION3)	1996-02-01 00:22:26	1996-02-01 00:22:29	1996-02-01 00:22:29	1996-02-01 00:22:29	3	3	.	correct	0	0	1	.	ALT:TRIANGLE-AREA	6	0.1803
125	3629	All Data	Stu_733990addc60bb852997e415bcc9577e	Unit Area	DESIGNING_A_QUILT	2	(AREA QUESTION3)	1996-02-01 00:27:14	1996-02-01 00:27:19	1996-02-01 00:27:19	1996-02-01 00:27:19	5	5	.	correct	0	0	1	.	ALT:TRIANGLE-AREA	10	0.1567
126	3756	All Data	Stu_1afbee9e3e83bb801b589108fb46028a	Unit Area	DESIGNING_A_QUILT	1	(AREA QUESTION1)	1996-02-01 00:05:15	1996-02-01 00:05:15	1996-02-01 00:05:15	1996-02-01 00:05:15	0	0	.	correct	0	0	1	.	ALT:TRIANGLE-AREA	3	0.1692
127	3757	All Data	Stu_1afbee9e3e83bb801b589108fb46028a	Unit Area	DESIGNING_A_QUILT	1	(AREA QUESTION2)	1996-02-01 00:05:35	1996-02-01 00:05:37	1996-02-01 00:05:37	1996-02-01 00:05:37	2	2	.	correct	0	0	1	.	ALT:TRIANGLE-AREA	4	0.1633
128	3758	All Data	Stu_1afbee9e3e83bb801b589108fb46028a	Unit Area	DESIGNING_A_QUILT	1	(AREA QUESTION3)	1996-02-01 00:05:37	1996-02-01 00:05:41	1996-02-01 00:05:41	1996-02-01 00:05:41	4	4	.	correct	0	0	1	.	ALT:TRIANGLE-AREA	5	0.1576
129	3759	All Data	Stu_1afbee9e3e83bb801b589108fb46028a	Unit Area	DESIGNING_A_QUILT	1	(WHITE-AREA QUESTION1)	1996-02-01 00:05:15	1996-02-01 00:05:24	1996-02-01 00:05:24	1996-02-01 00:05:24	9	9	.	correct	0	0	1	.	ALT:COMPOSE-BY-MULTIPLICATION	3	0.2255
130	3760	All Data	Stu_1afbee9e3e83bb801b589108fb46028a	Unit Area	DESIGNING_A_QUILT	1	(WHITE-AREA QUESTION2)	1996-02-01 00:05:56	1996-02-01 00:05:57	1996-02-01 00:05:57	1996-02-01 00:05:57	1	1	.	correct	0	0	1	.	ALT:COMPOSE-BY-MULTIPLICATION	9	0.1285
131	3761	All Data	Stu_1afbee9e3e83bb801b589108fb46028a	Unit Area	DESIGNING_A_QUILT	1	(WHITE-AREA QUESTION3)	1996-02-01 00:05:41	1996-02-01 00:05:46	1996-02-01 00:05:46	1996-02-01 00:05:46	5	5	.	correct	0	0	1	.	ALT:COMPOSE-BY-MULTIPLICATION	6	0.1717
132	3863	All Data	Stu_1b394ff128c045b7d4ad4f6e83933b72	Unit Area	DESIGNING_A_QUILT	1	(AREA QUESTION1)	1996-02-01 00:26:01	1996-02-01 00:26:01	1996-02-01 00:26:01	1996-02-01 00:26:01	0	0	.	correct	0	0	1	.	ALT:TRIANGLE-AREA	4	0.156
133	3864	All Data	Stu_1b394ff128c045b7d4ad4f6e83933b72	Unit Area	DESIGNING_A_QUILT	1	(AREA QUESTION2)	1996-02-01 00:27:05	1996-02-01 00:27:12	1996-02-01 00:27:12	1996-02-01 00:27:12	7	7	.	correct	0	0	1	.	ALT:TRIANGLE-AREA	5	0.1505
134	3865	All Data	Stu_1b394ff128c045b7d4ad4f6e83933b72	Unit Area	DESIGNING_A_QUILT	1	(AREA QUESTION3)	1996-02-01 00:27:36	1996-02-01 00:27:39	1996-02-01 00:27:39	1996-02-01 00:27:39	3	3	.	correct	0	0	1	.	ALT:TRIANGLE-AREA	6	0.1452
135	3866	All Data	Stu_1b394ff128c045b7d4ad4f6e83933b72	Unit Area	DESIGNING_A_QUILT	1	(WHITE-AREA QUESTION1)	1996-02-01 00:26:01	1996-02-01 00:26:15	1996-02-01 00:26:15	1996-02-01 00:26:15	14	14	.	correct	0	0	1	.	ALT:COMPOSE-BY-MULTIPLICATION	2	0.236
136	3867	All Data	Stu_1b394ff128c045b7d4ad4f6e83933b72	Unit Area	DESIGNING_A_QUILT	1	(WHITE-AREA QUESTION2)	1996-02-01 00:27:12	1996-02-01 00:27:27	1996-02-01 00:27:27	1996-02-01 00:27:27	15	15	.	correct	0	0	1	.	ALT:COMPOSE-BY-MULTIPLICATION	5	0.1802
137	3868	All Data	Stu_1b394ff128c045b7d4ad4f6e83933b72	Unit Area	DESIGNING_A_QUILT	1	(WHITE-AREA QUESTION3)	1996-02-01 00:27:39	1996-02-01 00:27:48	1996-02-01 00:27:48	1996-02-01 00:27:48	9	9	.	correct	0	0	1	.	ALT:COMPOSE-BY-MULTIPLICATION	8	0.1352
138	4015	All Data	Stu_e242582bd5729de82485e42d69e22109	Unit Area	DESIGNING_A_QUILT	1	(AREA QUESTION1)	1996-02-01 00:26:23	1996-02-01 00:26:23	1996-02-01 00:26:23	1996-02-01 00:26:23	0	0	.	correct	0	0	1	.	ALT:TRIANGLE-AREA	4	0.2146
139	4016	All Data	Stu_e242582bd5729de82485e42d69e22109	Unit Area	DESIGNING_A_QUILT	1	(AREA QUESTION2)	1996-02-01 00:27:08	1996-02-01 00:27:12	1996-02-01 00:27:12	1996-02-01 00:27:12	4	4	.	correct	0	0	1	.	ALT:TRIANGLE-AREA	5	0.2076
140	4017	All Data	Stu_e242582bd5729de82485e42d69e22109	Unit Area	DESIGNING_A_QUILT	1	(AREA QUESTION3)	1996-02-01 00:27:35	1996-02-01 00:27:39	1996-02-01 00:27:39	1996-02-01 00:27:39	4	4	.	correct	0	0	1	.	ALT:TRIANGLE-AREA	6	0.2007
141	4018	All Data	Stu_e242582bd5729de82485e42d69e22109	Unit Area	DESIGNING_A_QUILT	1	(WHITE-AREA QUESTION1)	1996-02-01 00:26:23	1996-02-01 00:26:42	1996-02-01 00:26:43	1996-02-01 00:26:43	20	.	20	incorrect	1	0	1	.	ALT:COMPOSE-BY-MULTIPLICATION	2	0.3135
142	4019	All Data	Stu_e242582bd5729de82485e42d69e22109	Unit Area	DESIGNING_A_QUILT	1	(WHITE-AREA QUESTION2)	1996-02-01 00:27:12	1996-02-01 00:27:23	1996-02-01 00:27:23	1996-02-01 00:27:23	11	11	.	correct	0	0	1	.	ALT:COMPOSE-BY-MULTIPLICATION	5	0.2452
143	4020	All Data	Stu_e242582bd5729de82485e42d69e22109	Unit Area	DESIGNING_A_QUILT	1	(WHITE-AREA QUESTION3)	1996-02-01 00:27:39	1996-02-01 00:27:45	1996-02-01 00:27:45	1996-02-01 00:27:45	6	6	.	correct	0	0	1	.	ALT:COMPOSE-BY-MULTIPLICATION	8	0.1878
144	4288	All Data	Stu_671ccc3ef2c091b6b6d76b34e3d19a8f	Unit Area	DESIGNING_A_QUILT	1	(AREA QUESTION1)	1996-02-01 00:26:29	1996-02-01 00:26:29	1996-02-01 00:26:29	1996-02-01 00:26:29	0	0	.	correct	0	0	1	.	ALT:TRIANGLE-AREA	4	0.2058
145	4289	All Data	Stu_671ccc3ef2c091b6b6d76b34e3d19a8f	Unit Area	DESIGNING_A_QUILT	2	(AREA QUESTION1)	1996-02-01 00:42:34	1996-02-01 00:42:34	1996-02-01 00:42:34	1996-02-01 00:42:34	0	0	.	correct	0	0	1	.	ALT:TRIANGLE-AREA	7	0.1859
146	4290	All Data	Stu_671ccc3ef2c091b6b6d76b34e3d19a8f	Unit Area	DESIGNING_A_QUILT	1	(AREA QUESTION2)	1996-02-01 00:26:38	1996-02-01 00:26:43	1996-02-01 00:26:43	1996-02-01 00:26:43	5	5	.	correct	0	0	1	.	ALT:TRIANGLE-AREA	6	0.1923
147	4291	All Data	Stu_671ccc3ef2c091b6b6d76b34e3d19a8f	Unit Area	DESIGNING_A_QUILT	2	(AREA QUESTION2)	1996-02-01 00:42:34	1996-02-01 00:42:43	1996-02-01 00:42:43	1996-02-01 00:42:43	9	9	.	correct	0	0	1	.	ALT:TRIANGLE-AREA	8	0.1795
148	4292	All Data	Stu_671ccc3ef2c091b6b6d76b34e3d19a8f	Unit Area	DESIGNING_A_QUILT	1	(AREA QUESTION3)	1996-02-01 00:26:29	1996-02-01 00:26:38	1996-02-01 00:26:38	1996-02-01 00:26:38	9	9	.	correct	0	0	1	.	ALT:TRIANGLE-AREA	5	0.199
149	4293	All Data	Stu_671ccc3ef2c091b6b6d76b34e3d19a8f	Unit Area	DESIGNING_A_QUILT	2	(AREA QUESTION3)	1996-02-01 00:42:43	1996-02-01 00:42:52	1996-02-01 00:42:52	1996-02-01 00:42:52	9	9	.	correct	0	0	1	.	ALT:TRIANGLE-AREA	9	0.1734
150	4495	All Data	Stu_ad3610752c4af1c3cac6638ef588e02b	Unit Area	DESIGNING_A_QUILT	1	(AREA QUESTION1)	1996-02-01 00:42:36	1996-02-01 00:42:36	1996-02-01 00:42:36	1996-02-01 00:42:36	0	0	.	correct	0	0	1	.	ALT:TRIANGLE-AREA	4	0.1522
151	4496	All Data	Stu_ad3610752c4af1c3cac6638ef588e02b	Unit Area	DESIGNING_A_QUILT	2	(AREA QUESTION1)	1996-02-01 00:58:50	1996-02-01 00:58:50	1996-02-01 00:58:50	1996-02-01 00:58:50	0	0	.	correct	0	0	1	.	ALT:TRIANGLE-AREA	7	0.1366
152	4497	All Data	Stu_ad3610752c4af1c3cac6638ef588e02b	Unit Area	DESIGNING_A_QUILT	1	(AREA QUESTION2)	1996-02-01 00:42:36	1996-02-01 00:43:07	1996-02-01 00:43:07	1996-02-01 00:43:07	31	31	.	correct	0	0	1	.	ALT:TRIANGLE-AREA	5	0.1468
153	4498	All Data	Stu_ad3610752c4af1c3cac6638ef588e02b	Unit Area	DESIGNING_A_QUILT	2	(AREA QUESTION2)	1996-02-01 00:58:50	1996-02-01 00:59:13	1996-02-01 00:59:13	1996-02-01 00:59:13	23	23	.	correct	0	0	1	.	ALT:TRIANGLE-AREA	8	0.1317
154	4499	All Data	Stu_ad3610752c4af1c3cac6638ef588e02b	Unit Area	DESIGNING_A_QUILT	1	(AREA QUESTION3)	1996-02-01 00:43:07	1996-02-01 00:43:36	1996-02-01 00:43:36	1996-02-01 00:43:36	29	29	.	correct	0	0	1	.	ALT:TRIANGLE-AREA	6	0.1416
155	4500	All Data	Stu_ad3610752c4af1c3cac6638ef588e02b	Unit Area	DESIGNING_A_QUILT	2	(AREA QUESTION3)	1996-02-01 00:59:13	1996-02-01 00:59:42	1996-02-01 00:59:42	1996-02-01 00:59:42	29	29	.	correct	0	0	1	.	ALT:TRIANGLE-AREA	9	0.1269
156	4620	All Data	Stu_98e7261dfe23e96d8982adfd203aa086	Unit Area	DESIGNING_A_QUILT	1	(AREA QUESTION1)	1996-02-01 00:01:18	1996-02-01 00:01:18	1996-02-01 00:01:18	1996-02-01 00:01:18	0	0	.	correct	0	0	1	.	ALT:TRIANGLE-AREA	1	0.1807
157	4621	All Data	Stu_98e7261dfe23e96d8982adfd203aa086	Unit Area	DESIGNING_A_QUILT	1	(AREA QUESTION2)	1996-02-01 00:02:36	1996-02-01 00:02:43	1996-02-01 00:02:43	1996-02-01 00:02:43	7	7	.	correct	0	0	1	.	ALT:TRIANGLE-AREA	2	0.1746
158	4622	All Data	Stu_98e7261dfe23e96d8982adfd203aa086	Unit Area	DESIGNING_A_QUILT	1	(AREA QUESTION3)	1996-02-01 00:02:43	1996-02-01 00:02:52	1996-02-01 00:02:52	1996-02-01 00:02:52	9	9	.	correct	0	0	1	.	ALT:TRIANGLE-AREA	3	0.1686
159	4623	All Data	Stu_98e7261dfe23e96d8982adfd203aa086	Unit Area	DESIGNING_A_QUILT	1	(WHITE-AREA QUESTION1)	1996-02-01 00:01:18	1996-02-01 00:02:11	1996-02-01 00:02:11	1996-02-01 00:02:11	53	53	.	correct	0	0	1	.	ALT:COMPOSE-BY-MULTIPLICATION	1	0.2667
160	4624	All Data	Stu_98e7261dfe23e96d8982adfd203aa086	Unit Area	DESIGNING_A_QUILT	1	(WHITE-AREA QUESTION2)	1996-02-01 00:02:52	1996-02-01 00:02:57	1996-02-01 00:02:58	1996-02-01 00:02:58	6	.	6	incorrect	1	0	1	.	ALT:COMPOSE-BY-MULTIPLICATION	4	0.2056
161	4625	All Data	Stu_98e7261dfe23e96d8982adfd203aa086	Unit Area	DESIGNING_A_QUILT	1	(WHITE-AREA QUESTION3)	1996-02-01 00:02:58	1996-02-01 00:03:02	1996-02-01 00:03:02	1996-02-01 00:03:02	4	4	.	correct	0	0	1	.	ALT:COMPOSE-BY-MULTIPLICATION	5	0.1877
162	4777	All Data	Stu_87d1548f2cd78b7b8e334802016e700e	Unit Area	DESIGNING_A_QUILT	1	(AREA QUESTION1)	1996-02-01 00:23:54	1996-02-01 00:23:54	1996-02-01 00:23:54	1996-02-01 00:23:54	0	0	.	correct	0	0	1	.	ALT:TRIANGLE-AREA	3	0.2577
163	4778	All Data	Stu_87d1548f2cd78b7b8e334802016e700e	Unit Area	DESIGNING_A_QUILT	2	(AREA QUESTION1)	1996-02-01 00:33:45	1996-02-01 00:33:45	1996-02-01 00:33:45	1996-02-01 00:33:45	0	0	.	correct	0	0	1	.	ALT:TRIANGLE-AREA	7	0.2267
164	4779	All Data	Stu_87d1548f2cd78b7b8e334802016e700e	Unit Area	DESIGNING_A_QUILT	1	(AREA QUESTION2)	1996-02-01 00:25:12	1996-02-01 00:26:45	1996-02-01 00:26:45	1996-02-01 00:26:45	93	93	.	correct	0	0	1	.	ALT:TRIANGLE-AREA	4	0.2497
165	4780	All Data	Stu_87d1548f2cd78b7b8e334802016e700e	Unit Area	DESIGNING_A_QUILT	2	(AREA QUESTION2)	1996-02-01 00:34:13	1996-02-01 00:34:20	1996-02-01 00:34:20	1996-02-01 00:34:20	7	7	.	correct	0	0	1	.	ALT:TRIANGLE-AREA	8	0.2194
166	4781	All Data	Stu_87d1548f2cd78b7b8e334802016e700e	Unit Area	DESIGNING_A_QUILT	1	(AREA QUESTION3)	1996-02-01 00:27:12	1996-02-01 00:28:01	1996-02-01 00:28:01	1996-02-01 00:28:01	49	49	.	correct	0	0	1	.	ALT:TRIANGLE-AREA	5	0.2418
167	4782	All Data	Stu_87d1548f2cd78b7b8e334802016e700e	Unit Area	DESIGNING_A_QUILT	2	(AREA QUESTION3)	1996-02-01 00:34:45	1996-02-01 00:34:52	1996-02-01 00:34:52	1996-02-01 00:34:52	7	7	.	correct	0	0	1	.	ALT:TRIANGLE-AREA	9	0.2122
168	4953	All Data	Stu_9fb3481981a38a7299e9b3c96e0d0218	Unit Area	DESIGNING_A_QUILT	1	(AREA QUESTION1)	1996-02-01 00:16:36	1996-02-01 00:16:36	1996-02-01 00:16:37	1996-02-01 00:16:37	1	.	1	incorrect	1	0	1	.	ALT:TRIANGLE-AREA	4	0.2895
169	4954	All Data	Stu_9fb3481981a38a7299e9b3c96e0d0218	Unit Area	DESIGNING_A_QUILT	2	(AREA QUESTION1)	1996-02-01 00:21:01	1996-02-01 00:21:01	1996-02-01 00:21:01	1996-02-01 00:21:01	0	0	.	correct	0	0	1	.	ALT:TRIANGLE-AREA	8	0.256
170	4955	All Data	Stu_9fb3481981a38a7299e9b3c96e0d0218	Unit Area	DESIGNING_A_QUILT	1	(AREA QUESTION2)	1996-02-01 00:17:21	1996-02-01 00:17:26	1996-02-01 00:17:27	1996-02-01 00:17:27	6	.	6	incorrect	1	0	1	.	ALT:TRIANGLE-AREA	5	0.2809
171	4956	All Data	Stu_9fb3481981a38a7299e9b3c96e0d0218	Unit Area	DESIGNING_A_QUILT	2	(AREA QUESTION2)	1996-02-01 00:21:57	1996-02-01 00:22:02	1996-02-01 00:22:02	1996-02-01 00:22:02	5	5	.	correct	0	0	1	.	ALT:TRIANGLE-AREA	9	0.2481
172	4957	All Data	Stu_9fb3481981a38a7299e9b3c96e0d0218	Unit Area	DESIGNING_A_QUILT	1	(AREA QUESTION3)	1996-02-01 00:19:37	1996-02-01 00:19:41	1996-02-01 00:19:42	1996-02-01 00:19:42	5	.	5	incorrect	1	0	1	.	ALT:TRIANGLE-AREA	6	0.2725
173	4958	All Data	Stu_9fb3481981a38a7299e9b3c96e0d0218	Unit Area	DESIGNING_A_QUILT	2	(AREA QUESTION3)	1996-02-01 00:22:33	1996-02-01 00:22:36	1996-02-01 00:22:36	1996-02-01 00:22:36	3	3	.	correct	0	0	1	.	ALT:TRIANGLE-AREA	10	0.2403
